px1,py1,pz1,E1,px2,py2,pz2,E2
8.49226,-41.3858,-22.3298,47.7863,-18.1507,29.6497,-24.8984,42.7609
33.6041,32.3008,-83.5627,95.6834,-30.9118,-30.4173,-79.4134,90.4834
-24.038,16.7082,-4.37766,29.6001,2.15447,-21.5585,-0.939021,21.6865
-22.19,22.331,8.29188,32.5551,16.2797,-23.403,127.473,130.622
-3.34315,45.7136,116.469,125.163,3.84081,-44.8413,114.78,123.288
-12.7787,-17.0709,66.0369,69.3945,-3.62643,-6.31188,21.9434,23.1196
8.44853,9.90571,-18.6115,22.7134,-6.66188,-5.64122,7.43549,11.4674
-11.676,3.8669,-0.706714,12.3204,10.127,-2.34067,-21.4888,23.8708
12.7344,8.40023,75.8274,77.3468,-10.016,-3.13898,26.8467,28.8258
-17.8626,25.8324,-62.4521,69.9047,-8.94452,13.5198,-34.1742,37.8243
10.8742,14.1133,-2.02972,17.9322,9.39326,8.1915,-8.42213,15.0425
-0.788773,19.6874,13.8168,24.0651,-0.34966,18.3551,13.176,22.5976
13.235,-31.3554,-87.05,93.4668,6.43901,-24.8378,-62.6271,67.6797
3.77634,-3.72598,6.62316,8.48652,4.20986,0.534342,13.646,14.291
-12.4403,-5.20806,-16.3156,21.1682,10.6648,7.68263,-22.2361,25.8306
-7.24934,3.30476,35.2869,36.1753,-3.80267,-5.10067,-22.5314,23.4127
21.2645,35.413,-78.891,89.0509,12.3932,-30.1593,-109.416,114.171
-16.9553,-14.529,7.83623,23.6641,-9.00964,-10.8742,6.0664,15.3699
26.5046,10.1481,-87.4636,91.9531,7.84809,-9.36025,-18.6376,22.284
-7.73579,-15.5768,12.792,21.5899,5.73685,5.2626,21.9782,23.3165
0.155978,-45.6941,-56.1067,72.3598,3.5881,42.6252,-62.434,75.6823
46.501,-19.298,-13.9738,52.2497,-32.5271,8.62742,-25.5463,42.25
84.438,-16.1351,394.119,403.386,7.05736,-63.1329,271.939,279.26
-83.2662,40.091,7.01513,92.681,4.91211,-22.5642,-21.351,31.4507
47.7797,-14.1078,39.7694,63.746,-28.5976,15.2799,70.618,77.706
-35.9331,61.8413,-10.8455,72.3406,-7.93741,13.5081,-2.31583,15.8381
80.453,39.1616,-158.316,181.853,-19.637,11.2437,-113.543,115.775
-25.874,-7.55715,26.8378,38.0375,18.966,5.63529,-76.9416,79.4449
0.711135,23.4867,-90.6881,93.6829,-0.950978,9.00383,-36.4172,37.526
20.238,-31.9805,-36.28,52.4269,8.13267,-12.1892,-15.3722,21.2376
35.1331,-2.4135,19.3063,40.1609,-30.3071,1.46591,-41.9317,51.7585
0.805848,8.97024,-12.4088,15.3331,2.36957,5.71478,-6.63547,9.07272
27.7051,-61.0099,-252.418,261.16,-32.0537,43.3472,-119.354,130.965
27.6178,-32.3893,-51.5109,66.8222,-28.1006,19.0876,8.87459,35.1105
-22.618,-4.08547,-36.1031,42.7985,10.6383,5.53403,-1.08617,12.0412
34.6237,37.0936,-126.121,135.945,-32.4567,-38.5948,-136.503,145.52
33.8056,-22.7048,-152.787,158.121,-38.3259,9.09112,-49.0224,62.8866
-23.5503,-62.5917,52.2514,84.8679,-4.20309,-13.7152,10.7624,17.9336
18.3596,-9.43419,6.3119,21.5854,10.8375,-6.38235,6.00138,13.9361
-36.2276,27.7302,227.219,231.754,25.2891,-29.0138,82.2177,90.7805
-26.6488,69.5363,51.3234,90.4409,28.4304,-41.3314,41.4502,65.0746
-40.6207,28.7374,56.7844,75.5007,31.6676,-24.075,24.0618,46.4911
-9.00668,-38.8105,-12.6389,41.7987,30.7285,13.3992,-131.154,135.371
43.4973,-19.6503,-116.159,125.583,-3.50657,-2.38187,-12.5371,13.2347
-13.7978,11.8,40.2806,44.1833,3.40687,-1.81768,0.876077,3.96099
13.7125,11.2712,-7.40636,19.2338,5.26473,8.34649,-7.95169,12.6737
-38.5234,33.0107,11.6943,52.0627,23.4877,-13.925,-24.8704,36.9341
24.5381,20.2497,-11.4992,33.8292,-11.5945,-12.385,-35.5047,39.3499
34.9581,31.7008,-240.237,244.829,-35.3097,-21.0969,-217.674,221.526
-6.86697,-19.2276,0.569257,20.4253,-2.50068,-7.75928,0.402018,8.16288
5.40604,-22.3045,1.39954,22.9932,-6.15367,19.4843,-10.8392,23.1302
14.0303,-10.9062,-15.3451,23.4793,-4.21119,7.78054,-31.6351,32.8491
-35.1231,-21.3125,-122.733,129.426,1.2282,-3.04796,-5.6004,6.49416
4.15765,22.0909,10.1316,24.6567,2.03832,11.4278,5.26079,12.745
21.9319,45.7503,78.4106,93.3934,-33.0341,-25.8012,80.1869,90.4815
17.5982,-14.5191,-42.0686,47.8569,7.53402,3.67071,-19.3946,21.1281
18.9876,-23.7613,-11.427,32.4918,-20.6528,10.0809,25.1332,34.0566
5.36355,-3.38688,-4.85249,7.98727,-3.74561,4.56596,9.84448,11.4805
4.56621,38.0674,-130.571,136.084,-7.96109,-35.5238,-25.0796,44.2076
-30.4517,19.2807,106.459,112.395,-6.20113,5.29279,24.2055,25.5418
-53.5692,9.97354,-106.5,119.63,29.1489,1.22096,-9.35771,30.6386
22.8993,10.8592,116.249,118.979,9.24909,6.13851,57.704,58.7622
-16.0838,-14.224,31.0333,37.7371,15.0532,9.32401,39.7295,43.4969
-34.4357,104.743,12.0159,110.912,-34.2155,-9.88481,-9.31094,36.8119
26.3234,-34.2939,6.32079,43.6916,-28.6678,31.4122,-20.0798,47.0296
36.1023,-0.870003,-118.252,123.643,-6.29509,5.5344,-32.3339,33.4028
-14.2094,-24.128,-11.362,30.2188,-8.5378,-0.346128,10.9064,13.8555
-1.35167,-11.1983,0.529529,11.2925,-9.62884,4.05319,0.279002,10.4514
19.7389,20.7728,12.8408,31.4011,19.8121,20.4462,13.5408,31.5267
-24.7142,33.2857,25.4321,48.6367,12.0889,-19.1445,41.8081,47.5456
3.82052,-2.34392,5.91284,7.42046,0.493161,3.04823,5.31336,6.14637
-22.04,12.0123,50.3234,56.2362,15.6677,-8.47012,34.2983,38.6472
45.0029,44.3595,320.886,327.049,-4.92463,-21.2206,24.9454,33.1188
-3.0444,-4.08358,6.8019,8.4983,-1.45914,-4.76967,5.84673,7.68598
6.97009,2.26981,3.55686,8.14842,-4.45065,1.85048,7.87572,9.23421
-10.8063,12.0756,15.3375,22.3125,11.5251,-10.1625,-16.5991,22.6196
7.23015,-18.0443,41.7833,46.0839,5.35353,-7.55351,21.0242,22.9727
49.1946,9.88538,65.5265,82.5322,-3.01224,-49.2877,7.05977,49.8819
-40.5533,-6.24619,-56.9942,70.2278,-26.8194,-8.14696,-38.2006,47.3809
15.7578,37.8469,34.2384,53.4133,1.93505,-33.8373,2.55719,33.9891
-19.0425,-21.2582,43.9412,52.3962,0.792206,5.71711,7.15854,9.19613
-6.85322,-7.34916,0.660873,10.071,4.20801,-2.06294,8.81328,9.9824
4.13768,22.3447,57.1399,61.493,-14.9038,-7.59279,75.3161,77.1511
20.6456,4.41674,-49.2112,53.549,5.52581,1.51963,-17.0371,17.9754
2.11102,-17.7456,-38.3709,42.3285,-4.21641,8.88979,-22.023,24.1212
14.6764,10.5317,-0.73919,18.0796,7.0221,6.04118,-0.449934,9.27467
19.1801,-85.8831,479.781,487.784,2.17044,20.2205,65.7645,68.8372
22.9757,-5.11136,0.24764,23.539,-15.1062,6.62974,-20.3071,26.1637
45.4176,-11.9609,15.0735,49.3259,-9.71047,-7.67637,64.3764,65.5557
-42.7932,-14.5677,232.542,236.895,32.62,-6.71859,43.2116,54.5569
37.3078,-39.6478,203.742,210.89,-10.9334,39.4641,95.1216,103.562
-48.5823,16.5649,-18.0004,54.3936,39.8525,-0.166203,-9.78657,41.037
5.93499,-16.5802,1.25461,17.6554,5.8553,-5.5912,0.596847,8.11871
-6.99953,2.59842,29.3586,30.2933,0.103333,5.42693,3.23682,6.32063
56.6768,55.5536,54.7442,96.4126,-15.0433,20.9147,-16.446,30.5648
-3.71994,3.74357,-24.5607,25.1216,-0.421944,3.42542,-9.02136,9.65959
18.4662,6.95942,17.2735,26.2263,12.682,2.26289,-0.310215,12.8865
31.6161,-36.121,-49.766,69.1445,11.0485,36.2434,-147.644,152.428
105.471,-909.31,1341.63,1624.18,7.44608,-69.2108,102.173,123.632
-12.089,-16.315,5.49588,21.0366,7.06943,9.67852,-10.2761,15.788
-15.2362,44.4347,-34.4436,58.2491,21.8386,-20.5499,22.0014,37.1927
-24.2102,-27.4559,142.064,146.705,-6.87455,-5.00074,9.88502,13.0381
7.44409,-2.5611,10.8398,13.3973,-2.19147,5.17761,-24.4812,25.1187
-3.51145,29.3325,-7.18864,30.4042,-1.66703,9.52038,-1.9515,9.86084
19.4134,9.72241,64.7119,68.2572,10.8757,5.21937,35.945,37.9154
-17.1056,-1.33895,-8.15119,18.996,10.8579,-8.16088,-8.21974,15.8767
31.178,7.32357,-0.934257,32.0404,9.83182,-1.12356,-5.12127,11.143
-1.11313,37.6643,-2.17169,37.7435,9.62593,-32.7189,-44.8946,56.3802
-26.6639,-31.581,17.0274,44.702,-6.76448,-8.11588,5.23211,11.7903
-16.0387,-3.94538,-31.0698,35.1874,11.3218,5.04582,1.93776,12.5463
54.6019,6.55317,-67.1006,86.7572,-25.33,-5.50115,3.67866,26.1804
49.23,21.2383,-28.0202,60.4963,12.9039,6.23545,-4.82796,15.1233
17.2895,-4.11806,58.4366,61.0798,16.5807,-4.45546,59.505,61.9324
-3.89613,20.453,2.07418,20.9241,-5.47513,14.7702,0.980946,15.7832
-24.0985,0.376354,-22.6336,33.0631,-18.1008,-0.654157,-13.7472,22.739
-46.4939,37.6858,-53.3615,80.1833,10.1181,-6.33407,-18.4594,21.9831
-31.5419,-12.0787,103.025,108.42,28.7534,10.507,6.15911,31.2266
-6.95806,27.4732,-11.8683,30.7255,-2.6909,9.87185,-5.23557,11.4942
-29.1914,-66.9106,227.877,239.285,-37.3994,24.9264,173.464,179.192
3.32268,8.15375,-18.7124,20.6807,8.29565,-0.845564,-5.44058,9.9571
-7.86758,-5.71135,30.3791,31.897,-4.01943,-3.6538,26.126,26.6849
6.39284,-34.665,49.9563,61.1406,-18.8568,21.1962,-74.4671,79.6882
44.0904,13.3968,-36.3759,58.7082,34.9263,10.22,-26.9427,45.2793
-21.9331,-0.0640618,-22.8661,31.6849,-4.09616,0.0619706,-3.44809,5.35563
15.7801,-5.54026,0.874312,16.7476,11.107,-1.11654,2.09078,11.3576
-5.1572,6.22449,7.13067,10.7795,-2.41418,3.91354,19.5266,20.061
15.7832,49.8911,-147.005,156.04,-16.8284,-39.0401,-166.158,171.511
4.55016,28.5668,-33.3609,44.1557,-12.0141,-17.1587,-29.0781,35.8372
7.9911,-18.1837,16.6798,25.9371,-3.73241,8.82427,1.43867,9.68915
-30.6482,36.6617,66.0359,81.5117,35.8991,-0.469129,182.223,185.727
-15.1348,-8.7445,94.7809,96.3792,-2.85944,-1.48501,15.9198,16.243
6.58335,-1.79577,25.9934,26.8744,-1.34758,-3.09915,0.622365,3.43791
23.4107,-17.6405,-69.366,75.3054,9.05858,-5.65847,-21.3372,23.8614
-26.8521,0.380015,7.43664,27.8656,21.1409,-0.110567,13.8245,25.2601
-25.7467,-11.3296,-43.6882,51.9608,24.2084,11.1596,26.8541,37.8383
61.6758,84.7636,106.185,149.211,-41.3833,-52.5057,-32.5207,74.344
10.9552,16.498,60.5478,63.7043,5.88849,13.0347,41.9326,44.305
26.41,-42.6032,13.4146,51.8891,-8.14872,4.5398,-7.777,12.1451
-28.8133,16.4232,21.4698,39.5081,26.9681,-14.1692,172.56,175.229
-35.1658,10.5512,-31.3253,48.2623,5.44068,7.58386,-49.2958,50.1717
-3.21242,50.3424,-125.184,134.966,-1.63143,-36.2889,-44.7717,57.6547
-18.4161,-47.1904,-36.3491,62.3487,23.2267,36.0668,-31.3383,53.1262
3.44983,-21.727,66.4514,69.9984,1.48299,-7.95433,19.1627,20.8012
-24.8543,6.07535,86.7373,90.4324,15.3013,-10.6164,-4.09832,19.0694
-8.40037,1.22256,33.1616,34.231,-6.93206,-0.716667,19.5222,20.7291
26.0134,8.20511,15.8871,31.5663,-12.4,4.41129,-6.93082,14.875
15.7524,-12.1526,20.8399,28.8121,-3.3445,1.324,-5.35647,6.45303
12.7578,14.4186,1.17654,19.2887,3.05037,17.4215,0.646628,17.6986
-5.04378,12.4377,8.56,15.9192,9.20804,-8.07162,-9.46505,15.477
-4.58881,-20.4761,-53.8261,57.7718,-1.5282,13.6095,-1.86639,13.822
50.741,40.0926,198.886,209.136,-27.4837,-14.7019,49.3006,58.3272
-44.0912,-22.165,9.38082,50.2328,23.1797,37.8448,21.8354,49.4603
41.1542,-18.4287,-5.17163,45.3876,7.92456,-3.00923,-1.49668,8.60844
-9.62871,9.55832,15.9112,20.9105,6.09036,0.204852,15.1703,16.3488
11.8689,36.6448,-137.944,143.221,3.40593,9.09967,-37.9561,39.1801
-43.4495,-6.38852,127.627,134.971,23.506,9.0807,11.1842,27.5697
-38.6843,3.84669,-62.778,73.8401,-13.456,0.96738,-18.5705,22.9538
14.1305,16.4819,49.3132,53.8807,11.3321,-4.09785,-1.33117,12.124
32.6614,-13.0363,-166.38,170.056,15.0951,-7.24317,-84.9371,86.5716
17.5134,11.062,-13.946,24.9717,11.5683,10.4314,-10.761,18.9328
-31.6472,-22.9502,126.839,132.726,26.0549,10.5195,11.5292,30.3719
7.52514,-26.1911,-55.0821,61.4545,3.96721,-8.33302,-16.3937,18.8134
-38.4979,6.31507,-39.6195,55.6029,8.89791,-2.17882,-10.7175,14.0995
31.5431,9.40371,-112.066,116.8,10.5892,3.37205,-36.1678,37.8368
3.13148,-7.97842,-10.2544,13.3651,0.9273,-7.79504,-11.7138,14.1013
-2.57158,-31.9451,1.33052,32.0762,3.1734,12.9684,-4.8508,14.2054
3.60066,-18.4371,21.1192,28.2652,5.9016,-7.23923,9.47395,13.3042
-7.00738,24.4331,-37.1872,45.0442,-4.04071,8.2677,-15.0276,17.6216
-9.52823,-22.8685,104.415,107.314,13.642,0.849452,40.7384,42.9704
-41.0089,-14.6792,-82.0481,92.893,17.1539,17.5223,10.1813,26.551
31.9966,-2.10094,159.7,162.888,-20.4835,10.4102,2.96798,23.1682
-8.81388,17.835,-71.0281,73.7616,-1.81515,5.67008,-23.2808,24.0302
-46.2474,-17.194,-101.153,112.545,42.7513,-8.49023,-51.5681,67.5207
-40.0378,55.3791,-31.4423,75.223,-7.92963,-24.543,0.573953,25.7988
2.09262,10.0855,10.2537,14.5343,0.726088,3.84759,4.36035,5.86132
-26.0765,39.6672,-97.2406,108.209,20.5524,-36.6373,-133.435,139.892
-74.444,-24.4935,87.7613,117.66,-3.96355,18.7335,110.911,112.551
11.4928,-22.0638,-120.793,123.328,8.55045,-16.4151,-90.1815,92.0613
-0.437317,28.4221,40.5626,49.5312,1.44641,-13.322,-6.93858,15.0905
37.5664,-34.4356,-19.8049,54.6744,-31.4185,21.0511,-35.6868,51.9984
-10.0555,-18.3849,-24.7451,32.4261,3.47751,-0.464484,-13.9423,14.3773
-10.5994,-18.4069,-25.8594,33.4646,-3.82875,-9.05819,-13.5003,16.7027
-2.83048,-19.0548,10.0079,21.7087,3.92848,-11.2598,1.28865,11.9953
11.3291,-24.628,133.808,136.527,-10.5677,-0.433592,18.1532,21.0099
13.532,46.9682,-53.2866,72.3091,-22.164,-37.0124,-38.0987,57.5559
-15.0321,44.4755,14.8839,49.2501,12.1796,-36.3291,-18.6804,42.6276
-18.5681,-28.9176,-30.2371,45.7744,8.03649,33.1221,29.3595,44.985
-55.2667,67.1702,4.23767,87.0874,5.64424,-6.9738,-9.41671,13.0068
9.98699,-11.0268,21.9463,26.5138,6.20024,-8.67836,15.9669,19.2018
42.2268,-23.1289,-22.7328,53.2432,-32.7643,14.8205,-59.247,69.3064
15.7941,8.24547,-51.858,54.8335,-5.45203,-6.45105,1.05348,8.51244
40.6429,-8.55481,149.344,155.012,-39.7489,10.0252,50.0184,64.671
-10.2775,13.8703,7.19735,18.7037,10.4575,-1.91639,7.9636,13.2839
23.5019,-38.9234,63.4997,78.0999,-8.22091,32.3267,-3.23751,33.5126
-65.9153,-12.139,-16.1115,68.9331,25.5713,14.6543,5.25223,29.9372
-10.5531,13.7586,-41.8442,45.2948,-7.45269,9.70669,-26.9629,29.6103
-42.6503,3.77885,-21.5222,47.9223,30.664,5.56228,34.353,46.3827
29.2579,28.0545,97.4832,105.575,-15.844,0.262918,84.5282,86.0007
24.6207,1.08624,-66.0357,70.4846,11.2777,-6.72157,-51.7028,53.3437
17.6852,1.69118,35.8811,40.0386,13.454,10.6653,29.6425,34.2556
-46.0945,-12.6849,-36.6598,60.2458,26.7808,-12.4128,-132.183,135.439
9.16174,-16.0098,-1.60692,18.5161,-0.251432,9.53198,-3.72317,10.2369
1.33473,-8.01399,-4.09983,9.10084,-3.80757,-4.58643,-2.80449,6.58857
-22.999,-26.031,56.6431,66.4456,10.2529,16.4317,1.0874,19.3989
5.97347,-2.5606,12.3409,13.948,4.74915,0.647467,2.72284,5.5135
42.9263,-39.1179,35.3444,67.9862,-4.36218,-23.3647,21.755,32.2216
-15.2525,-18.6302,43.1774,49.437,-4.61007,15.1355,-13.6497,20.8965
-42.9408,-24.2263,35.2153,60.5884,40.9351,-22.7931,110.345,119.88
-10.1878,8.08607,12.0561,17.7352,5.52373,-3.3371,29.0445,29.753
10.5303,9.71913,12.9176,19.2931,-6.05315,-4.92112,13.1453,15.2862
-34.2303,33.031,82.8737,95.5554,-26.5915,26.839,68.2272,77.9897
-36.4736,8.7647,31.6513,49.0812,31.3213,-7.10252,177.554,180.435
-59.3411,-37.5317,103.73,125.259,40.4514,33.3654,152.582,161.341
-12.3097,-56.2788,-227.329,234.515,-24.5032,35.9589,-175.73,181.037
0.772081,-30.1172,-25.0556,39.1846,1.48111,-10.022,-6.40708,11.9873
-57.4194,102.355,-503.653,517.146,-7.1927,9.46336,-40.8426,42.5373
28.6287,23.6079,-27.2478,46.0369,20.2911,17.332,-18.0212,32.201
16.4423,-6.29199,-13.7253,22.3234,3.69421,-1.03341,-3.42335,5.14254
-22.4172,-32.9322,82.0497,91.2098,16.1465,14.1677,11.407,24.322
-27.8141,-24.4772,-112.638,118.576,-6.27462,-5.20894,-22.9454,24.3517
-28.619,-8.08661,-29.1713,41.6583,-10.2458,-4.30112,-0.506892,11.124
10.7833,-33.0727,-5.76396,35.2607,-2.29227,16.9056,-94.4105,95.9396
-14.3234,45.3905,-239.783,244.462,11.4101,-43.9691,-188.308,193.709
-10.5806,-4.6005,-18.2913,21.6263,-4.99971,9.52427,19.0323,21.8621
-1.2513,48.3331,436.048,438.72,12.9256,-6.13437,0.815403,14.331
-13.5078,-18.6644,-61.9766,66.1205,0.517884,-9.05603,-32.4351,33.6798
-24.7771,33.8168,40.9351,58.5933,12.0688,-7.36379,3.27265,14.5121
32.2645,-9.7304,21.7865,40.1291,-14.2194,19.892,-47.1906,53.1492
-8.6721,5.2912,-8.44712,13.2124,3.98209,3.24228,-8.00099,9.5077
9.06331,-14.9116,-66.1017,68.3662,-5.53334,5.95122,-13.7631,15.9834
11.1784,1.07309,-16.6197,20.0583,3.56855,-0.270817,-8.29313,9.033
-7.27683,2.31571,7.22257,10.5115,-4.33727,-0.707123,2.67445,5.14547
53.3087,17.5653,257.196,263.25,-12.2891,-47.7864,178.954,185.632
44.6429,-32.86,21.9242,59.6109,-26.8262,-32.058,92.594,101.592
-36.1524,9.7782,-69.0389,78.543,35.0822,-3.81511,0.750411,35.2972
-4.76408,34.1945,-30.4332,46.0233,2.59611,-5.25662,-1.28027,6.00185
-14.7348,-9.99829,13.1485,22.1354,8.42465,-4.902,-2.24403,10.0026
-4.63426,4.27511,22.0026,22.8884,-4.38844,2.09713,4.3469,6.52404
-17.9709,21.3483,14.0399,31.2383,-14.8537,20.3144,13.0133,28.3313
-18.2325,12.4759,-37.0999,43.1797,-1.88951,9.73789,-1.56329,10.0425
20.0244,-21.0578,-59.5572,66.2683,9.69216,-11.6982,-28.7274,32.497
-33.4027,26.247,78.0501,88.8621,-3.66377,7.18265,19.999,21.5635
-13.4024,-20.94,19.0872,31.3439,-5.59954,-6.34398,5.70434,10.2055
-33.123,38.8833,8.77976,51.828,-14.5602,1.9017,1.1652,14.7304
-46.1389,51.4064,119.971,138.436,-40.3564,43.0656,95.0623,111.893
49.0048,-26.0305,-47.344,72.942,-24.4048,6.88299,-75.7316,79.864
-17.7507,-5.62019,19.3128,26.8267,5.13708,7.4099,-11.2285,14.4009
-12.5456,8.93075,-8.80664,17.7403,4.45857,-9.30067,13.9126,17.3191
9.83406,-20.7606,6.78288,23.9526,-11.5677,2.27078,13.2747,17.7538
12.4347,16.7135,51.5469,55.5972,1.15368,3.97148,6.81375,7.97132
-27.8342,-38.4204,-10.7312,48.6419,26.4256,35.0698,-9.21223,44.8674
-20.1492,-15.9284,-19.4982,32.2474,6.69094,10.6536,18.1562,22.089
-5.36767,18.6129,66.2401,69.0146,-2.24335,4.87036,14.5943,15.5485
-6.7181,-4.93222,-3.95933,9.22751,-2.37538,4.09265,-9.91922,10.9907
-37.6227,39.4092,-39.8843,67.5228,-21.1602,-46.7779,-4.33423,51.524
-16.6074,-4.96523,-47.2018,50.284,8.29321,-0.0346733,-0.296053,8.29924
-15.1744,13.3802,-54.6913,58.3133,-4.00412,3.92853,-13.0264,14.1833
-35.4695,-30.7865,-126.836,135.253,38.7801,21.8294,-179.539,184.972
35.9701,2.42027,69.1578,77.9905,-34.641,-2.94992,10.6421,36.3588
17.944,46.653,146.24,154.546,-4.46468,-37.7638,49.0197,62.0402
23.3153,-31.1711,-53.4216,66.0993,-11.4435,37.1473,-180.533,184.671
-15.5334,-48.6452,-14.3222,53.0356,11.0568,41.9747,7.79859,44.1017
27.9897,-22.7386,5.05794,36.4151,-15.355,-13.0541,-106.709,108.596
34.027,46.9452,12.54,59.3207,0.221694,-16.5147,51.3319,53.9236
7.93864,-17.2464,91.5436,93.4918,6.57035,-15.9781,81.2484,83.0649
35.4507,28.8502,102.061,111.828,-32.0138,-26.4448,51.3233,66.0175
17.472,11.8122,13.9699,25.2976,-13.3044,-6.10438,-5.35642,15.5876
-48.2853,-1.34379,-122.098,131.306,42.2639,-17.9675,-96.9715,107.297
-18.4149,3.5123,-26.1813,32.2012,9.84363,1.73846,-8.86182,13.359
-37.9689,27.3371,-131.914,139.965,40.6245,-20.3482,-140.202,147.381
-2.53606,5.13176,-9.63734,11.2096,-2.73461,1.67033,-8.85154,9.4143
8.4943,103.015,-5.36573,103.504,-21.2263,0.331499,-37.2251,42.8531
33.4067,5.19063,-97.1129,102.829,-10.1857,21.8879,-40.3346,47.0077
-28.1161,6.8581,-39.2513,48.7671,24.15,-11.8521,29.9678,40.2713
-0.88251,18.1487,7.82727,19.7846,-2.76655,9.82714,4.67607,11.2296
25.1081,1.31165,8.2435,26.4595,-10.6627,-4.77932,-6.75958,13.4996
17.5548,4.38502,-12.9972,22.2786,7.89305,2.73282,-4.42745,9.4542
-0.0247352,-16.8347,-4.33749,17.3848,3.65412,0.703347,-19.5271,19.8788
41.8987,16.0422,-128.078,135.709,14.0971,3.75858,-42.9605,45.3704
-48.2733,-7.29053,5.92559,49.1791,42.2015,-1.08899,16.4393,45.3035
30.2812,-37.1724,-7.0247,48.4572,2.12286,-2.58593,-1.48358,3.66139
-1.79674,9.93251,-56.7235,57.6146,-5.4949,-0.0589805,-9.58185,11.0463
43.2669,-6.35128,50.214,66.5869,0.270089,3.90317,6.17421,7.31025
-10.624,16.5455,0.75446,19.6775,2.40778,-6.19229,2.98611,7.28491
7.01224,-2.77504,-12.28,14.4112,0.324912,5.98939,18.9846,19.9099
-24.232,-23.9611,163.742,167.25,24.3157,16.7042,47.4209,55.8484
13.5955,-21.8718,11.6816,28.2787,5.31848,-6.61578,2.32378,8.80147
-35.0979,-21.9832,30.0911,51.1919,18.2842,18.089,53.9432,59.7612
-46.63,-22.1716,-81.0571,96.1052,-7.24749,4.31584,-15.2922,17.4647
19.7659,7.14764,53.6187,57.5913,12.2367,4.87544,29.3265,32.149
0.364032,-23.3028,2.92725,23.489,3.51951,-3.20177,-3.52482,5.92231
-27.1596,-48.3592,229.115,235.733,-5.0553,39.4513,113.104,119.894
-8.42214,-17.847,53.3491,56.8822,2.83491,-5.6221,8.9768,10.9653
1.19515,-27.0312,-109.823,113.107,1.75273,26.164,4.90082,26.6769
-13.0103,16.4244,104.981,107.051,-4.0222,4.10348,27.0229,27.6272
30.0858,23.0177,-60.7872,71.6245,-20.8791,-27.8355,-1.92831,34.8494
5.12854,20.8921,4.56007,21.9906,2.45829,-15.2656,68.8618,70.5765
-68.3467,-16.0009,126.513,144.682,2.05894,-40.3198,217.292,221.011
14.9507,-10.5252,65.4951,67.9994,7.88221,-3.01022,30.7568,31.8933
-36.0349,-29.796,-229.307,234.026,20.9069,40.353,-150.613,157.321
25.0657,-29.2802,-22.9354,44.8515,-3.35483,-9.82305,-5.90984,11.9451
-33.0287,-13.2808,39.2218,52.9682,-9.86547,-3.77789,11.1311,15.3464
21.2308,0.746864,93.0137,95.4089,18.0042,-0.243796,91.7084,93.4594
-69.5477,-73.7099,77.8656,127.801,21.859,-8.4046,38.4194,44.9946
0.980959,19.3958,-25.5095,32.061,0.945988,18.1766,-23.9517,30.0828
-5.43563,61.8556,160.156,171.772,23.9355,-27.1716,94.4776,101.179
52.6285,14.1282,-74.7387,92.4946,-29.7429,-16.5323,-16.1361,37.6609
27.3961,19.2418,142.666,146.542,16.5143,12.8663,90.0216,92.4238
-38.3068,8.37822,-25.0771,46.5454,26.5502,-1.45138,-138.839,141.363
-18.0596,4.09797,46.296,49.8625,-4.26282,-0.449126,9.33068,10.2687
-19.9184,0.0873551,7.06645,21.1352,11.8574,-5.96185,-55.1559,56.7303
-17.2612,58.5113,60.5081,85.923,22.8326,-4.77613,118.928,121.194
-4.27027,0.150151,13.9988,14.6368,3.08721,-1.5487,-12.5395,13.0069
-13.3321,-37.2152,56.259,68.759,10.3771,36.5539,190.952,194.696
45.2005,17.3064,162.374,169.434,-32.8068,-27.7255,129.313,136.26
-52.5224,5.40408,-111.82,123.659,-4.2997,-0.448766,-9.44589,10.3887
-11.9641,-49.7849,72.4564,88.7221,-5.49353,18.9451,-16.1583,25.499
-15.059,19.6135,-78.3046,82.1163,-10.8522,0.657777,-45.5705,46.8496
-0.19962,-24.0349,59.6944,64.3518,0.635794,-13.415,31.3287,34.0861
17.3038,18.4116,-49.6006,55.6654,-15.775,-14.1165,17.9666,27.7658
-103.318,48.5701,-439.732,454.31,8.01586,26.2033,11.3375,29.6549
4.93086,23.4478,29.0605,37.6648,-7.1159,-19.4437,101.742,103.827
35.528,-34.9005,91.1459,103.865,-11.7573,10.9422,16.2917,22.8779
-17.3586,-25.5544,-20.4629,37.0552,-0.471843,15.7057,40.0417,43.0144
22.0017,0.59294,-50.8673,55.4249,-4.42712,-9.81238,1.61176,10.8854
16.3531,50.5317,2.78995,53.1852,-4.28977,-37.4604,0.553206,37.7094
-19.0885,24.6119,46.3815,55.8692,-8.17943,11.9407,21.6038,26.0042
-25.873,-10.1403,46.6402,54.2914,-11.7547,-5.83747,25.5111,28.6894
-14.4089,-32.6136,27.1652,44.8244,1.85752,11.8291,-27.4828,29.9782
-23.7764,87.9026,63.9379,111.267,16.2098,-68.4838,-329.158,336.598
-2.72221,-22.0994,-65.8536,69.5162,-0.808519,-9.17498,-26.253,27.822
8.60767,-43.5104,-29.9134,53.4984,-1.64758,4.08574,23.6169,24.0245
-20.9909,-24.7636,-111.828,116.445,-6.12895,-7.31699,-33.8883,35.207
13.8039,-23.9317,-1.46625,27.6665,13.87,10.9017,6.96817,18.9682
